18:22:58,[[9.98567977e-01 1.37839188e-03 5.36309768e-05]],0,
18:22:58,[[9.93975816e-01 5.95682410e-03 6.73599093e-05]],0,
18:22:58,[[9.93482299e-01 6.46469287e-03 5.30081797e-05]],0,
18:22:58,[[9.91189961e-01 8.74619688e-03 6.38421907e-05]],0,
18:22:58,[[9.89939428e-01 9.92863708e-03 1.31934959e-04]],0,
18:22:58,[[9.81689023e-01 1.81872165e-02 1.23760689e-04]],0,
18:22:58,[[9.76742950e-01 2.30531630e-02 2.03887326e-04]],0,
18:22:58,[[9.77484795e-01 2.20981998e-02 4.17005526e-04]],0,
18:22:59,[[9.43023619e-01 5.66294970e-02 3.46884105e-04]],0,
18:22:59,[[9.39079236e-01 6.00597514e-02 8.61012702e-04]],0,
18:22:59,[[0.91618199 0.08139459 0.00242342]],0,
18:22:59,[[0.91586096 0.08095133 0.00318771]],0,
18:22:59,[[0.79202711 0.2066108  0.00136209]],0,
18:22:59,[[6.33306443e-01 3.66319246e-01 3.74310779e-04]],0,
18:22:59,[[5.68503826e-01 4.30936960e-01 5.59214279e-04]],0,
18:22:59,[[3.44042859e-01 6.55787168e-01 1.69972302e-04]],1,
18:22:59,[[4.03163349e-01 5.96738088e-01 9.85631704e-05]],1,
18:22:59,[[2.00849078e-01 7.99106904e-01 4.40175756e-05]],1,
18:22:59,[[2.05708053e-01 7.94249822e-01 4.21248793e-05]],1,
18:23:00,[[4.75734807e-02 9.52311911e-01 1.14608316e-04]],1,
18:23:00,[[5.31195719e-02 9.46590929e-01 2.89498699e-04]],1,
18:23:00,[[6.35483725e-02 9.35982511e-01 4.69116486e-04]],1,
18:23:00,[[4.17362633e-02 9.57886276e-01 3.77461109e-04]],1,
18:23:00,[[5.96549183e-02 9.39979830e-01 3.65251762e-04]],1,
18:23:00,[[6.17075980e-02 9.38051266e-01 2.41136223e-04]],1,
18:23:00,[[8.44303296e-02 9.15290422e-01 2.79248731e-04]],1,
18:23:00,[[1.51210065e-01 8.48742199e-01 4.77356820e-05]],1,
18:23:00,[[2.05930196e-01 7.94049347e-01 2.04568017e-05]],1,
18:23:00,[[2.35943271e-01 7.64037687e-01 1.90413974e-05]],1,
18:23:01,[[6.37959244e-02 9.36199106e-01 4.96975638e-06]],1,
18:23:01,[[6.74687104e-02 9.32530887e-01 4.02490942e-07]],1,
18:23:01,[[5.49586028e-02 9.45041251e-01 1.45914213e-07]],1,
18:23:01,[[6.70342901e-02 9.32965608e-01 1.01820720e-07]],1,
18:23:01,[[8.55179469e-02 9.14481851e-01 2.01695458e-07]],1,
18:23:01,[[1.63351138e-01 8.36648793e-01 6.85111730e-08]],1,
18:23:01,[[2.07145070e-01 7.92854862e-01 6.83065480e-08]],1,
18:23:01,[[1.79986272e-01 8.20013617e-01 1.10935174e-07]],1,
18:23:01,[[2.66517818e-01 7.33482011e-01 1.70597720e-07]],1,
18:23:01,[[2.06930294e-01 7.93069262e-01 4.43916907e-07]],1,
18:23:02,[[2.83556680e-01 7.16442728e-01 5.92227942e-07]],1,
18:23:02,[[2.99385775e-01 7.00613734e-01 4.91160280e-07]],1,
18:23:02,[[2.98232455e-01 7.01767139e-01 4.05969627e-07]],1,
18:23:02,[[3.28977988e-01 6.71021568e-01 4.43208163e-07]],1,
18:23:02,[[2.81889012e-01 7.18110531e-01 4.56548586e-07]],1,
18:23:02,[[2.81811878e-01 7.18187625e-01 4.96259732e-07]],1,
18:23:02,[[2.72846159e-01 7.27153319e-01 5.22766457e-07]],1,
18:23:02,[[2.30877191e-01 7.69121186e-01 1.62232280e-06]],1,
18:23:02,[[1.48337256e-01 8.51659711e-01 3.03341424e-06]],1,
18:23:02,[[1.70470498e-01 8.29524086e-01 5.41521308e-06]],1,
18:23:03,[[5.42843001e-01 4.57145233e-01 1.17661930e-05]],0,
18:23:03,[[6.97307109e-01 3.02603612e-01 8.92790417e-05]],0,
18:23:03,[[8.50072323e-01 1.49756483e-01 1.71193978e-04]],0,
18:23:03,[[8.42214859e-01 1.56995996e-01 7.89145399e-04]],0,
18:23:03,[[8.69964457e-01 1.29210287e-01 8.25256438e-04]],0,
18:23:03,[[0.60911781 0.38702094 0.00386125]],0,
18:23:03,[[0.71476124 0.25938888 0.02584988]],0,
18:23:03,[[0.67904954 0.29240749 0.02854298]],0,
18:23:03,[[0.73880719 0.24568554 0.01550727]],0,
18:23:04,[[0.79747343 0.18798797 0.0145386 ]],0,
18:23:04,[[0.8496404  0.14370478 0.00665482]],0,
18:23:04,[[0.82890614 0.16438502 0.00670884]],0,
18:23:04,[[0.77743482 0.21748797 0.00507721]],0,
18:23:04,[[0.78414858 0.21200993 0.00384148]],0,
18:23:04,[[0.8363447  0.16030809 0.00334721]],0,
18:23:04,[[0.78167449 0.21597431 0.0023512 ]],0,
18:23:04,[[0.75362326 0.24491169 0.00146505]],0,
18:23:04,[[0.79312195 0.20533921 0.00153884]],0,
18:23:04,[[0.80627783 0.1923998  0.00132237]],0,
18:23:04,[[7.22744640e-01 2.76941433e-01 3.13926809e-04]],0,
18:23:05,[[5.33338916e-01 4.66154678e-01 5.06406374e-04]],0,
18:23:05,[[0.58724036 0.41197709 0.00078255]],0,
18:23:05,[[0.44291718 0.55479228 0.00229054]],1,
18:23:05,[[0.6879191  0.31076833 0.00131257]],0,
18:23:05,[[0.6793323  0.31973659 0.00093111]],0,
18:23:05,[[7.21714342e-01 2.78027537e-01 2.58121409e-04]],0,
18:23:05,[[6.66462933e-01 3.33278467e-01 2.58600401e-04]],0,
18:23:05,[[6.40445843e-01 3.59320454e-01 2.33703187e-04]],0,
18:23:05,[[6.49132532e-01 3.50782585e-01 8.48833131e-05]],0,
18:23:05,[[7.29270943e-01 2.70692761e-01 3.62965650e-05]],0,
18:23:06,[[7.01430784e-01 2.98485689e-01 8.35266700e-05]],0,
18:23:06,[[6.57222703e-01 3.42665071e-01 1.12226595e-04]],0,
18:23:06,[[7.93502523e-01 2.06399120e-01 9.83567484e-05]],0,
18:23:06,[[7.50172033e-01 2.49654948e-01 1.73019004e-04]],0,
18:23:06,[[5.92234647e-01 4.07455705e-01 3.09648085e-04]],0,
18:23:06,[[6.05281214e-01 3.94362653e-01 3.56132898e-04]],0,
18:23:06,[[6.15209851e-01 3.84422810e-01 3.67339543e-04]],0,
18:23:06,[[5.24806987e-01 4.74903695e-01 2.89317689e-04]],0,
18:23:06,[[5.13120302e-01 4.86661960e-01 2.17738181e-04]],0,
18:23:07,[[5.22521333e-01 4.77137694e-01 3.40972361e-04]],0,
18:23:07,[[5.68789126e-01 4.30908784e-01 3.02089626e-04]],0,
18:23:07,[[5.70599216e-01 4.29046618e-01 3.54165543e-04]],0,
18:23:07,[[5.70234390e-01 4.29432115e-01 3.33495585e-04]],0,
18:23:07,[[3.33196182e-01 6.66586838e-01 2.16979603e-04]],1,
18:23:07,[[2.99641638e-01 7.00129604e-01 2.28758029e-04]],1,
18:23:07,[[0.21083152 0.78818572 0.00098277]],1,
18:23:07,[[0.24456716 0.7539865  0.00144634]],1,
18:23:07,[[3.40472023e-01 6.58926337e-01 6.01640584e-04]],1,
18:23:07,[[3.61160588e-01 6.38404860e-01 4.34552214e-04]],1,
18:23:07,[[2.35480601e-01 7.63919656e-01 5.99742442e-04]],1,
18:23:08,[[1.66192005e-01 8.33414107e-01 3.93888043e-04]],1,
18:23:08,[[1.44423400e-01 8.55241805e-01 3.34795607e-04]],1,
18:23:08,[[8.58258551e-02 9.13660804e-01 5.13340727e-04]],1,
18:23:08,[[8.92644656e-02 9.10127887e-01 6.07647823e-04]],1,
18:23:08,[[1.22358281e-01 8.77136536e-01 5.05183381e-04]],1,
18:23:08,[[1.80162024e-01 8.19595299e-01 2.42676884e-04]],1,
